date, pm25, pm10, o3, no2, so2, co
2018/3/26, 102, 60, 28, 62, 5, 8
2018/3/27, 111, 63, 10, 60, 6, 9
2018/3/28, 138, 57, 24, 45, 3, 7
2018/3/29, 127, 52, 24, 38, 2, 6
2018/3/30, 115, 44, 21, 39, 3, 5
2018/3/31, 94, 35, 17, 36, 2, 5
2018/4/1, 66, 44, 19, 40, 2, 5
2017/10/2, 64, 25, 4, 23, 2, 1
2017/10/3, 61, 28, 4, 29, 2, 1
2017/10/4, 67, 35, 7, 37, 2, 2
2017/10/5, 78, 35, 15, 30, 2, 1
2017/10/6, 75, 40, 18, 35, 2, 1
2017/10/7, 85, 37, 14, 37, 3, 1
2017/10/8, 78, 43, 19, 35, 3, 2
2017/10/9, 89, 35, 9, 33, 3, 1
2017/10/10, 67, 39, 9, 34, 4, 1
2017/10/11, 77, 36, 8, 24, 3, 1
2017/10/12, 67, 40, 11, 44, 4, 2
2017/10/13, 75, 41, 6, 56, 5, 4
2017/10/14, 84, 37, 7, 46, 5, 4
2017/10/15, 80, 13, 16, 13, 3, 1
2017/10/16, 34, 26, 12, 30, 3, 3
2017/10/17, 58, 27, 5, 33, 3, 4
2017/10/18, 66, 34, 3, 44, 4, 4
2017/10/19, 80, 32, 2, 44, 11, 4
2017/10/20, 77, 33, 4, 49, 5, 5
2017/10/21, 77, 38, 4, 55, 5, 4
2017/10/22, 87, 48, 9, 64, 6, 5
2017/10/23, 107, 57, 16, 59, 6, 7
2017/10/24, 119, 61, 26, 59, 4, 4
2017/10/25, 124, 54, 29, 52, 4, 4
2017/10/26, 107, 56, 30, 54, 4, 4
2017/10/27, 120, 56, 11, 77, 8, 6
2017/10/28, 124, 57, 17, 77, 8, 7
2017/10/29, 133, 58, 24, 70, 7, 6
2017/10/30, 137, 54, 20, 61, 6, 4
2017/10/31, 119, 62, 19, 60, 5, 4
2017/11/1, 141, 44, 19, 51, 4, 1
2017/11/2, 86, 46, 13, 63, 5, 2
2017/11/3, 95, 49, 15, 63, 5, 2
2017/11/4, 105, 54, 18, 62, 6, 3
2017/11/5, 119, 69, 20, 59, 6, 4
2017/11/6, 151, 55, 15, 51, 5, 4
2017/11/7, 122, 49, 5, 55, 6, 5
2017/11/8, 113, 45, 15, 38, 4, 3
2017/11/9, 106, 42, 18, 46, 4, 1
2017/11/10, 84, 52, 18, 51, 5, 3
2017/11/11, 104, 49, 15, 48, 5, 4
2017/11/12, 104, 39, 21, 33, 4, 
2017/11/13, 89, 27, 18, 32, 4, 3
2017/11/14, 72, 36, 8, 38, 5, 4
2017/11/15, 82, 38, 11, 40, 4, 4
2017/11/16, 81, 41, 14, 46, 5, 4
2017/11/17, 88, 50, 16, 40, 4, 4
2017/11/18, 111, 46, 8, 49, 7, 7
2017/11/19, 101, 32, 8, 31, 5, 6
2017/11/20, 70, 40, 3, 35, 5, 7
2017/11/21, 85, 34, 3, 33, 1, 5
2017/11/22, 80, 38, 2, 34, 2, 5
2017/11/23, 87, 49, 5, 50, 3, 7
2017/11/24, 112, 55, 8, 48, 3, 6
2017/11/25, 124, 49, 4, 39, 2, 8
2017/11/26, 116, 49, , 52, 4, 9
2017/11/27, 110, 35, 12, 41, 2, 5
2017/11/28, 83, 44, 17, 46, 1, 6
2017/11/29, 91, 40, 18, 37, 1, 3
2017/11/30, 86, 40, 13, 35, 1, 5
2017/12/1, 87, 37, 5, 42, 3, 10
2017/12/2, 84, 35, 14, 36, 2, 8
2017/12/3, 77, 50, 9, 53, 4, 8
2017/12/4, 107, 54, 8, 52, 5, 8
2017/12/5, 119, 54, 3, 48, 4, 9
2017/12/6, 128, 58, 18, 50, 3, 8
2017/12/7, 133, 64, 21, 65, 4, 9
2017/12/8, 138, 59, 18, 61, 5, 7
2017/12/9, 131, 73, 13, 72, 7, 10
2017/12/10, 159, 76, 10, 80, 8, 10
2017/12/11, 162, 60, 24, 60, 5, 8
2017/12/12, 133, 66, 26, 55, 4, 9
2017/12/13, 136, 37, 14, 36, 2, 6
2017/12/14, 77, 36, 15, 40, 3, 6
2017/12/15, 68, 44, 13, 39, 2, 6
2017/12/16, 91, 43, 1, 37, 3, 9
2017/12/17, 81, 36, 3, 36, 3, 8
2017/12/18, 89, 64, 5, 54, 5, 10
2017/12/19, 153, 50, 13, 59, 5, 7
2017/12/20, 107, 46, 12, 61, 5, 7
2017/12/21, 96, 45, 11, 57, 4, 7
2017/12/22, 94, 55, 19, 56, 3, 7
2017/12/23, 105, 58, 21, 64, 11, 10
2017/12/24, 113, 72, 4, 86, 11, 11
2017/12/25, 152, 59, 19, 61, 6, 9
2017/12/26, 134, 68, 27, 55, 4, 9
2017/12/27, 134, 49, 20, 49, 2, 7
2017/12/28, 90, 51, 15, 54, 3, 8
2017/12/29, 95, 47, 10, 47, 3, 8
2017/12/30, 100, 35, 16, 51, 3, 8
2017/12/31, 80, , , , , 
2017/7/2, 48, 22, 1, 32, 2, 5
2017/7/3, 54, 26, 2, 40, 3, 5
2017/7/4, 62, 25, 1, 30, 2, 6
2017/7/5, 64, 21, 1, 26, 1, 4
2017/7/6, 57, 22, 2, 30, 1, 4
2017/7/7, 56, 22, 1, 37, 1, 5
2017/7/8, 57, 26, 3, 37, 1, 6
2017/7/9, 64, 21, 2, 31, 1, 5
2017/7/10, 56, 21, 2, 36, 2, 5
2017/7/11, 56, 23, 1, 36, 2, 5
2017/7/12, 61, 23, 2, 29, 1, 4
2017/7/13, 62, 22, 2, 23, 1, 4
2017/7/14, 56, 20, 2, 19, , 3
2017/7/15, 53, 18, 3, 20, , 6
2017/7/16, 48, 20, 3, 19, , 
2017/7/17, 48, 16, 1, 26, 1, 3
2017/7/18, 47, 21, 2, 29, 2, 2
2017/7/19, 56, 22, 2, 21, 1, 3
2017/7/20, 60, 23, 2, 21, 1, 
2017/7/21, 59, 23, 3, 25, 1, 1
2017/7/22, 57, 21, 2, 31, 1, 3
2017/7/23, 56, 19, 4, 30, 1, 4
2017/7/24, 58, 21, 4, 25, 1, 2
2017/7/25, 58, 22, 3, 27, 1, 2
2017/7/26, 60, 23, 2, 33, 3, 3
2017/7/27, 62, 22, 4, 30, 2, 3
2017/7/28, 58, 28, 9, 37, 2, 3
2017/7/29, 68, 48, 9, 70, 5, 5
2017/7/30, 107, 64, 11, 84, 10, 8
2017/7/31, 152, 38, 7, 54, 3, 6
2017/8/1, 90, 28, 8, 41, 2, 4
2017/8/2, 65, 30, 6, 42, 3, 7
2017/8/3, 70, 25, 2, 38, 3, 5
2017/8/4, 66, 25, 1, 35, 3, 4
2017/8/5, 67, 33, 1, 36, 3, 4
2017/8/6, 76, 24, 2, 45, 3, 5
2017/8/7, 60, 17, 3, 38, 3, 4
2017/8/8, 50, 16, 2, 35, 3, 3
2017/8/9, 44, 22, 3, 37, 3, 4
2017/8/10, 54, 26, 5, 34, 2, 4
2017/8/11, 60, 27, 4, 33, 2, 3
2017/8/12, 64, 23, 5, 35, 3, 3
2017/8/13, 56, 17, 2, 32, 3, 3
2017/8/14, 47, 17, 2, 33, 3, 3
2017/8/15, 48, 15, , 36, 3, 4
2017/8/16, 41, 21, , 37, 4, 3
2017/8/17, 59, 22, 1, 41, 5, 4
2017/8/18, 61, 30, 1, 43, 5, 4
2017/8/19, 78, 26, , 38, 5, 4
2017/8/20, 69, 25, 7, 44, 5, 3
2017/8/21, 71, 38, 5, 68, 6, 5
2017/8/22, 95, 56, 9, 64, 4, 6
2017/8/23, 129, 18, 16, 13, 2, 2
2017/8/24, 36, 33, 5, 32, 3, 2
2017/8/25, 70, 24, 5, 22, 2, 1
2017/8/26, 57, 25, 5, 34, 3, 3
2017/8/27, 63, 13, 11, 13, 2, 2
2017/8/28, 29, 19, 4, 24, 2, 3
2017/8/29, 52, 35, , 52, 4, 5
2017/8/30, 83, 46, 5, 72, 7, 6
2017/8/31, 107, 44, 3, 64, 9, 6
2017/9/1, 102, 57, 6, 77, 7, 7
2017/9/2, 132, 57, 8, 70, 5, 8
2017/9/3, 130, 45, 4, 68, 5, 7
2017/9/4, 112, 19, 10, 43, 3, 4
2017/9/5, 54, 29, 1, 43, 4, 3
2017/9/6, 70, 28, , 31, 3, 4
2017/9/7, 68, , , , , 
2017/9/12, 85, 53, 9, 66, 6, 4
2017/9/13, 119, 40, 13, 35, 3, 1
2017/9/14, 85, 44, 25, 43, 3, 1
2017/9/15, 89, 44, 22, 51, 4, 2
2017/9/16, 92, 62, 20, 81, 9, 6
2017/9/17, 132, 72, 15, 89, 10, 7
2017/9/18, 158, 61, 23, 63, 5, 2
2017/9/19, 141, 44, 19, 48, 3, 1
2017/9/20, 94, 42, 13, 36, 3, 1
2017/9/21, 92, 32, 8, 33, 3, 1
2017/9/22, 76, 29, 7, 28, 3, 
2017/9/23, 72, 32, 5, 32, 2, 2
2017/9/24, 79, 28, 9, 24, 2, 1
2017/9/25, 66, 26, 4, 33, 3, 2
2017/9/26, 58, 30, 1, 45, 4, 4
2017/9/27, 71, 39, , 56, 7, 6
2017/9/28, 88, 35, , 48, 7, 3
2017/9/29, 83, 29, 5, 29, 3, 1
2017/9/30, 72, 35, 11, 38, 2, 2
2017/10/1, 79, 28, 13, 27, 2, 2
2017/4/2, 74, 47, 27, , 7, 8
2017/4/3, 106, 50, 30, 61, 5, 6
2017/4/4, 106, 53, 33, 41, 2, 6
2017/4/5, 113, 50, 31, 38, 2, 5
2017/4/6, 97, 49, 16, 37, 2, 6
2017/4/7, 99, 43, 4, 47, 5, 8
2017/4/8, 94, 39, 1, 42, 5, 8
2017/4/9, 84, 27, 6, 32, 3, 6
2017/4/10, 69, 26, 6, 23, 3, 5
2017/4/11, 62, 38, 1, 40, 4, 8
2017/4/12, 87, 44, 2, 35, 4, 11
2017/4/13, 99, 35, 6, 40, 2, 9
2017/4/14, 84, 43, 22, 48, 3, 8
2017/4/15, 91, 43, 19, 42, 3, 7
2017/4/16, 97, 40, 19, 34, 3, 6
2017/4/17, 102, 33, 4, 49, 5, 6
2017/4/18, 79, 39, 2, 65, 7, 8
2017/4/19, 97, 31, 4, 52, 6, 8
2017/4/20, 79, 27, 3, 35, 3, 6
2017/4/21, 68, 33, 6, 41, 3, 7
2017/4/22, 77, 40, 8, 50, 3, 8
2017/4/23, 85, 38, 17, 39, 3, 7
2017/4/24, 87, 52, 27, 46, 3, 6
2017/4/25, 102, 47, 32, 42, 2, 6
2017/4/26, 104, 62, 16, 43, 3, 9
2017/4/27, 140, 32, 3, 47, 4, 10
2017/4/28, 76, 28, 10, 47, 3, 7
2017/4/29, 68, 46, 14, 68, 5, 8
2017/4/30, 108, 43, 16, 64, 4, 7
2017/5/1, 101, 40, 34, 43, 3, 6
2017/5/2, 92, 41, 10, 42, 4, 7
2017/5/3, 91, 30, 3, 32, 3, 7
2017/5/4, 75, 30, 1, 46, 3, 8
2017/5/5, 74, 55, 3, 73, 11, 10
2017/5/6, 127, 73, 51, 76, 10, 9
2017/5/7, 158, 38, 16, 35, 2, 5
2017/5/8, 88, 45, 23, 36, 3, 5
2017/5/9, 92, 39, 1, 73, 7, 9
2017/5/10, 95, 75, 23, 79, 14, 10
2017/5/11, 165, 42, 26, 42, 3, 5
2017/5/12, 100, 39, 2, 66, 6, 9
2017/5/13, 92, 41, , 62, 14, 9
2017/5/14, 97, 47, 3, 61, 5, 8
2017/5/15, 116, 25, 7, 38, 3, 6
2017/5/16, 67, 24, 8, 43, 4, 8
2017/5/17, 59, 32, 19, 40, 3, 5
2017/5/18, 74, 39, 22, 47, 3, 6
2017/5/19, 83, 39, 17, 50, 4, 7
2017/5/20, 82, 31, 15, 44, 3, 6
2017/5/21, 76, 24, 22, 28, 2, 4
2017/5/22, 66, 29, 18, 29, 2, 4
2017/5/23, 71, 37, 7, 31, 2, 5
2017/5/24, 92, 34, 2, 45, 5, 8
2017/5/25, 91, 37, 11, 41, 3, 8
2017/5/26, 89, 42, 8, 43, 3, 7
2017/5/27, 97, 46, 25, 48, 4, 6
2017/5/28, 94, 47, 34, 56, 4, 7
2017/5/29, 100, 36, 28, 43, 4, 4
2017/5/30, 75, 34, 20, 34, 3, 5
2017/5/31, 77, 31, 5, 44, 6, 6
2017/6/1, 72, 21, 2, 38, 4, 7
2017/6/2, 52, 31, 2, 47, 5, 7
2017/6/3, 64, 32, 4, 43, 4, 8
2017/6/4, 70, 33, 5, 34, 4, 6
2017/6/5, 72, 34, 6, 35, 4, 5
2017/6/6, 74, 31, 3, 36, 4, 5
2017/6/7, 74, 25, 1, 33, 2, 6
2017/6/8, 62, 24, 2, 32, 1, 5
2017/6/9, 61, 22, 2, 29, 1, 5
2017/6/10, 57, 26, 2, 34, 2, 5
2017/6/11, 62, 24, 2, 38, 2, 6
2017/6/12, 64, 17, 7, 23, 1, 4
2017/6/13, 40, 17, 6, 29, 2, 5
2017/6/14, 44, 37, 4, 35, 3, 6
2017/6/15, 79, 36, 3, 39, 2, 6
2017/6/16, 80, 33, 4, 40, 2, 6
2017/6/17, 71, 26, , 41, 3, 8
2017/6/18, 65, 20, 1, 40, 3, 8
2017/6/19, 62, 26, , 39, 3, 8
2017/6/20, 64, 27, 1, 43, 3, 8
2017/6/21, 68, 27, 4, 31, 2, 5
2017/6/22, 60, 31, 3, 35, 2, 5
2017/6/23, 68, 25, , 35, 2, 5
2017/6/24, 62, 22, 1, 35, 2, 5
2017/6/25, 57, 19, 5, 38, 2, 5
2017/6/26, 48, 24, 3, 37, 3, 4
2017/6/27, 54, 23, 1, 38, 3, 5
2017/6/28, 55, 19, 3, 46, 4, 5
2017/6/29, 51, 19, 2, 38, 3, 6
2017/6/30, 52, 21, 2, 34, 3, 4
2017/7/1, 60, 17, 3, 30, 3, 5
2017/1/3, 102, 51, 13, 46, 5, 7
2017/1/4, 123, 42, 19, 34, 3, 5
2017/1/5, 92, 46, 15, 44, 4, 6
2017/1/6, 103, 51, 11, 42, 5, 6
2017/1/7, 116, 49, 14, 39, 4, 6
2017/1/8, 125, 66, 9, 65, 8, 10
2017/1/9, 149, 57, 18, 42, 5, 9
2017/1/10, 138, 55, 18, 42, 4, 8
2017/1/11, 130, 63, 23, 42, 4, 8
2017/1/12, 145, 70, 14, 45, 4, 11
2017/1/13, 156, 37, , 43, 5, 13
2017/1/14, 88, 30, 1, 38, 3, 11
2017/1/15, 79, 42, 4, 36, 3, 10
2017/1/16, 105, 42, 11, 33, 2, 8
2017/1/17, 98, 39, 18, 37, 2, 5
2017/1/18, 82, 42, 13, 38, 2, 6
2017/1/19, 90, 66, 7, 52, 5, 9
2017/1/20, 138, 39, 8, 40, 3, 9
2017/1/21, 90, 56, 8, 49, 3, 10
2017/1/22, 132, 56, 11, 51, 4, 9
2017/1/23, 134, 56, 21, 44, 3, 6
2017/1/24, 123, 55, 23, 48, 3, 6
2017/1/25, 109, 42, 17, 42, 2, 5
2017/1/26, 84, 48, 18, 43, 2, 6
2017/1/27, 112, 45, 21, 60, 4, 7
2017/1/28, 97, 43, 17, 43, 3, 5
2017/1/29, 99, 38, 20, 33, 2, 5
2017/1/30, 89, 34, 10, 33, 2, 7
2017/1/31, 84, 41, 11, 28, 2, 9
2017/2/1, 93, 41, 10, 34, 2, 9
2017/2/2, 96, 38, 15, 31, 2, 5
2017/2/3, 77, 39, 18, 35, 2, 7
2017/2/4, 88, 39, 11, 45, 3, 7
2017/2/5, 91, 39, 14, 46, 4, 8
2017/2/6, 103, 44, 22, 34, 2, 7
2017/2/7, 100, 55, 33, 36, 2, 7
2017/2/8, 118, 48, 22, 42, 3, 7
2017/2/9, 102, 34, 9, 38, 3, 9
2017/2/10, 84, 57, 9, 48, 5, 9
2017/2/11, 143, 57, 12, 43, 4, 7
2017/2/12, 148, 57, 22, 42, 4, 6
2017/2/13, 140, 51, 22, 51, 3, 6
2017/2/14, 105, 40, 21, 40, 2, 5
2017/2/15, 82, 42, 26, 44, 3, 5
2017/2/16, 84, 44, 24, 53, 3, 7
2017/2/17, 91, 50, 2, 66, 5, 10
2017/2/18, 112, 42, 18, 46, 3, 8
2017/2/19, 101, 50, 25, 44, 2, 7
2017/2/20, 116, 50, 23, 50, 4, 7
2017/2/21, 110, 43, 15, 36, 2, 5
2017/2/22, 90, 34, 14, 38, 2, 7
2017/2/23, 83, 54, 4, 43, 5, 10
2017/2/24, 126, 35, 2, 36, 3, 9
2017/2/25, 81, 30, 2, 45, 5, 10
2017/2/26, 72, 24, 6, 40, 3, 9
2017/2/27, 63, 41, 23, 45, 3, 7
2017/2/28, 93, 53, 27, 54, 4, 7
2017/3/1, 113, 76, 21, 79, 8, 11
2017/3/2, 157, 54, 28, 54, 5, 7
2017/3/3, 105, 57, 35, 48, 4, 6
2017/3/4, 106, 52, 22, 45, 3, 6
2017/3/5, 112, 55, 20, 54, 5, 10
2017/3/6, 113, 47, 19, 52, 6, 10
2017/3/7, 104, 52, 34, 47, 3, 7
2017/3/8, 113, 45, 10, 39, 3, 10
2017/3/9, 108, 56, 14, 45, 3, 9
2017/3/10, 131, 61, 25, 44, 3, 8
2017/3/11, 129, 29, 17, 39, 2, 7
2017/3/12, 72, 33, 29, 43, 3, 7
2017/3/13, 85, 54, 4, 64, 5, 13
2017/3/14, 128, 34, 5, 50, 4, 11
2017/3/15, 87, 35, 20, 41, 3, 6
2017/3/16, 77, 45, 18, 52, 4, 9
2017/3/17, 94, 49, 13, 42, 3, 8
2017/3/18, 121, 42, 17, 40, 2, 7
2017/3/19, 106, 37, 14, 33, 2, 7
2017/3/20, 99, 37, 14, 50, 4, 10
2017/3/21, 99, 42, 19, 42, 4, 8
2017/3/22, 102, 51, 25, 41, 3, 7
2017/3/23, 107, 53, 19, 42, 3, 8
2017/3/24, 117, 43, 31, 40, 2, 6
2017/3/25, 91, 46, 12, 45, 4, 10
2017/3/26, 103, 29, 5, 41, 3, 9
2017/3/27, 65, 48, 20, 49, 4, 8
2017/3/28, 80, 59, 30, 45, 3, 6
2017/3/29, 106, 63, 34, 43, 2, 6
2017/3/30, 120, 65, 28, 40, 2, 6
2017/3/31, 132, 51, 6, 61, 5, 11
2017/4/1, 114, 28, 11, 63, 8, 8
2016/10/2, 98, 34, , , , 
2016/10/3, 76, 27, , , , 
2016/10/4, 65, 33, 2, 33, 2, 4
2016/10/5, 78, 42, , , , 
2016/10/6, 98, 38, , , , 
2016/10/7, 87, 36, , , , 
2016/10/8, 84, 39, , , , 
2016/10/9, 90, 33, , , , 
2016/10/10, 79, 41, , , , 
2016/10/11, 96, 29, , , , 
2016/10/12, 73, 31, , , , 
2016/10/13, 75, 33, , , , 
2016/10/14, 74, 41, , , , 
2016/10/15, 83, 47, , , , 
2016/10/16, 97, 38, , , , 
2016/10/17, 88, 35, , , , 
2016/10/18, 81, 19, , , , 
2016/10/19, 56, 25, , , , 
2016/10/20, 64, 52, , , , 
2016/10/21, 110, , , , , 
2016/10/24, 123, 31, , , , 
2016/10/25, 78, 31, , , , 
2016/10/26, 77, 37, , , , 
2016/10/27, 87, 34, , , , 
2016/10/28, 81, 34, , , , 
2016/10/29, 73, 43, , , , 
2016/10/30, 95, 39, , , , 
2016/10/31, 91, 49, , , , 
2016/11/1, 106, 41, , , , 
2016/11/2, 92, 35, , , , 
2016/11/3, 82, 38, , , , 
2016/11/4, 87, 46, , , , 
2016/11/5, 100, 51, , , , 
2016/11/6, 115, 48, , , , 
2016/11/7, 113, 47, , , , 
2016/11/8, 106, 46, , , , 
2016/11/9, 103, 38, , , , 
2016/11/10, 86, 28, , , , 
2016/11/11, 68, 37, 7, 44, 3, 4
2016/11/12, 87, 48, 18, 39, 3, 3
2016/11/13, 111, 44, 21, 33, 3, 3
2016/11/14, 103, 48, 11, 50, 5, 4
2016/11/15, 115, 59, 18, 52, 6, 6
2016/11/16, 141, 48, 23, 33, 2, 3
2016/11/17, 107, 53, 22, 37, 3, 3
2016/11/18, 119, 57, 24, 38, 3, 4
2016/11/19, 133, 52, 17, 34, 3, 2
2016/11/20, 117, 42, 18, 27, 3, 2
2016/11/21, 91, 33, 12, 23, 3, 2
2016/11/22, 68, 22, 10, 26, 2, 5
2016/11/23, 63, 15, 8, 30, 3, 7
2016/11/24, 47, 24, 3, 33, 3, 7
2016/11/25, 59, 28, 7, 31, 3, 7
2016/11/26, 69, 25, 4, 38, 5, 8
2016/11/27, 66, 22, 2, 40, 4, 8
2016/11/28, 64, 30, 8, 42, 3, 7
2016/11/29, 72, 52, 16, 47, 4, 7
2016/11/30, 101, 53, 5, 56, 5, 7
2016/12/1, 113, 60, 12, 54, 5, 7
2016/12/2, 135, 59, 12, 47, 4, 10
2016/12/3, 139, 61, 18, 40, 4, 7
2016/12/4, 141, 64, 14, 59, 8, 9
2016/12/5, 135, 67, 14, 56, 10, 9
2016/12/6, 152, 51, 12, 50, 6, 7
2016/12/7, 113, 68, 11, 59, 7, 8
2016/12/8, 147, 67, 16, 54, 6, 8
2016/12/9, 156, 58, 9, 57, 5, 8
2016/12/10, 140, 54, 23, 53, 4, 6
2016/12/11, 116, 50, 27, 34, 3, 5
2016/12/12, 104, 43, 16, 38, 4, 5
2016/12/13, 88, 51, 5, 55, 5, 7
2016/12/14, 110, 47, 6, 51, 4, 9
2016/12/15, 106, 47, 6, 49, 5, 10
2016/12/16, 105, 49, 9, 52, 5, 8
2016/12/17, 114, 51, 12, 46, 4, 7
2016/12/18, 111, 50, 16, 41, 4, 6
2016/12/19, 103, 46, 19, 45, 4, 5
2016/12/20, 96, 46, 14, 46, 4, 6
2016/12/21, 98, 37, 13, 33, 4, 5
2016/12/22, 84, 43, 1, 54, 5, 10
2016/12/23, 100, 38, 17, 40, 4, 9
2016/12/24, 90, 50, 22, 44, 4, 7
2016/12/25, 103, 52, 14, 36, 4, 7
2016/12/26, 105, 55, 11, 55, 6, 8
2016/12/27, 116, 31, 3, 36, 4, 9
2016/12/28, 64, 42, 5, 43, 5, 9
2016/12/29, 102, 46, 6, 54, 6, 9
2016/12/30, 108, 52, 8, 56, 6, 8
2016/12/31, 117, 55, 14, 49, 5, 8
2017/1/1, 125, 37, 13, 41, 3, 6
2017/1/2, 81, 48, 13, 54, 6, 7
2016/7/2, 51, 26, 4, 28, 6, 4
2016/7/3, 62, 23, 4, 26, 7, 4
2016/7/4, 58, 20, 6, 21, 6, 3
2016/7/5, 51, 39, 4, 26, 4, 3
2016/7/6, 73, 30, 5, 28, 2, 4
2016/7/7, 70, 34, 5, 40, 4, 4
2016/7/8, 76, 50, 18, 74, 9, 7
2016/7/9, 114, 62, 23, 67, 10, 8
2016/7/10, 146, 29, 12, 48, 5, 5
2016/7/11, 71, 32, 7, 39, 5, 5
2016/7/12, 76, 22, 4, 33, 4, 4
2016/7/13, 56, 35, 2, 38, 4, 5
2016/7/14, 82, 30, 6, 30, 4, 4
2016/7/15, 69, 33, 5, 31, 4, 4
2016/7/16, 69, 30, 3, 28, 4, 4
2016/7/17, 65, 25, 6, 26, 4, 3
2016/7/18, 59, 27, 4, 25, 5, 3
2016/7/19, 58, 26, 3, 22, 3, 4
2016/7/20, 62, 29, 2, 25, 2, 4
2016/7/21, 64, 26, 4, 29, 3, 5
2016/7/22, 62, 28, 2, 29, 4, 5
2016/7/23, 67, 25, 1, 36, 5, 6
2016/7/24, 66, 25, 1, 38, 5, 5
2016/7/25, 69, 31, 1, 33, 5, 5
2016/7/26, 74, 27, 4, 24, 2, 3
2016/7/27, 70, 25, 3, 26, 3, 4
2016/7/28, 60, 19, 1, 35, 7, 5
2016/7/29, 54, 24, 7, 34, 5, 5
2016/7/30, 60, 39, 4, 56, 7, 7
2016/7/31, 92, 49, 18, 39, 4, 5
2016/8/1, 112, 56, 7, 60, 9, 6
2016/8/2, 120, 24, 20, 19, 2, 3
2016/8/3, 48, 34, 8, 31, 3, 4
2016/8/4, 77, 27, 4, 22, 2, 3
2016/8/5, 70, 37, 3, 33, 4, 5
2016/8/6, 83, 37, 8, 48, 7, 7
2016/8/7, 85, 34, 4, 49, 5, 7
2016/8/8, 81, 39, 7, 48, 5, 6
2016/8/9, 89, 43, 6, 51, 9, 7
2016/8/10, 101, 43, 6, 47, 4, 8
2016/8/11, 102, 42, 12, 43, 3, 8
2016/8/12, 105, 41, 3, 54, 6, 8
2016/8/13, 99, 26, 10, 26, 2, 5
2016/8/14, 65, 21, 7, 25, 1, 6
2016/8/15, 58, 25, 6, 34, 2, 6
2016/8/16, 66, 22, 4, 29, 2, 6
2016/8/17, 60, 18, 8, 25, 1, 5
2016/8/18, 51, 27, 9, 32, 1, 6
2016/8/19, 62, 37, 4, 31, 1, 7
2016/8/20, 76, 52, 1, 40, 4, 9
2016/8/21, 109, 36, 11, 54, 3, 9
2016/8/22, 79, 37, 15, 29, 2, 5
2016/8/23, 86, 37, 3, 39, 5, 7
2016/8/24, 86, 32, 9, 33, 3, 5
2016/8/25, 89, 37, 12, 34, 12, 6
2016/8/26, 105, 42, 11, 59, 13, 7
2016/8/27, 97, 43, 13, 53, 2, 8
2016/8/28, 99, 44, 8, 51, 1, 9
2016/8/29, 110, 52, 11, 43, 1, 7
2016/8/30, 122, 49, 19, 70, 3, 7
2016/8/31, 110, 48, 7, 67, 5, 9
2016/9/1, 116, 29, 6, 38, 2, 7
2016/9/2, 71, 34, 2, 40, 2, 8
2016/9/3, 66, 37, 4, 54, 2, 9
2016/9/4, 92, 33, 18, 32, , 6
2016/9/5, 92, 17, 11, 35, 1, 7
2016/9/6, 62, 29, 3, 42, 3, 8
2016/9/7, 71, 26, 3, 43, 3, 9
2016/9/8, 71, 30, 1, 46, 2, 9
2016/9/9, 72, 30, 1, 42, 3, 8
2016/9/10, 72, 30, 1, 35, 3, 8
2016/9/11, 71, 28, 3, 38, 3, 8
2016/9/12, 66, 36, 11, 36, 2, 6
2016/9/13, 79, 37, 11, 36, 1, 6
2016/9/14, 82, 53, 5, 75, 7, 8
2016/9/15, 116, 43, 2, 62, 5, 8
2016/9/16, 102, 32, 4, 47, 3, 8
2016/9/17, 80, 41, 4, 56, 6, 8
2016/9/18, 93, 40, 3, 56, 5, 8
2016/9/19, 93, 37, 14, 38, 3, 6
2016/9/20, 82, 46, 17, 46, 2, 8
2016/9/21, 114, 49, 19, 45, 2, 6
2016/9/22, 100, 46, 25, 40, 2, 5
2016/9/23, 89, 41, 18, 37, 2, 5
2016/9/24, 86, 42, 20, 35, 2, 5
2016/9/25, 85, 48, 25, 45, 2, 6
2016/9/26, 106, 59, 21, 58, 3, 7
2016/9/27, 133, 75, 4, 79, 7, 10
2016/9/28, 162, 60, 10, 73, 6, 9
2016/9/29, 130, 40, 4, 68, 6, 11
2016/9/30, 88, 60, 1, 66, 7, 13
2016/10/1, 124, 41, , , , 
2016/4/2, 152, 59, 15, 33, 1, 7
2016/4/3, 145, 54, 5, 46, 3, 10
2016/4/4, 137, 39, 2, 40, 3, 9
2016/4/5, 98, 33, 3, 38, 2, 7
2016/4/6, 80, 34, 4, 25, 1, 6
2016/4/7, 89, 39, 2, 34, 2, 8
2016/4/8, 96, 40, 3, 37, 2, 8
2016/4/9, 99, 35, 3, 33, 2, 6
2016/4/10, 90, 31, 17, 40, 2, 7
2016/4/11, 79, 25, 20, 31, 1, 5
2016/4/12, 65, 30, 23, 33, 1, 5
2016/4/13, 73, 41, 2, 52, 3, 12
2016/4/14, 103, 46, 3, 44, 3, 12
2016/4/15, 111, 29, 15, 34, 1, 7
2016/4/16, 76, 54, 9, 34, 2, 8
2016/4/17, 113, 36, 1, 25, 2, 8
2016/4/18, 90, 29, 15, 23, 2, 8
2016/4/19, 73, 32, 29, 46, , 6
2016/4/20, 69, 50, 27, 35, 1, 6
2016/4/21, 100, 53, 5, 49, 4, 9
2016/4/22, 126, 45, 1, 52, 5, 10
2016/4/23, 108, 35, 5, 50, 3, 8
2016/4/24, 81, 38, 4, 50, 4, 9
